tokenId;minRarity;averageRarity;sumRarity;countsBelow10;countsBelow20;countsBelow50;spots;countsOld;countsMystic;countsNew;ranking
7280;15;62,8;628;0;1;5;10;1;0;4;4982
8873;15;63;504;0;3;3;8;2;0;1;4983
8965;15;63;567;0;2;4;9;1;0;3;4984
9022;15;63;378;0;2;3;6;1;0;2;4985
4907;15;63,16666667;379;0;1;3;6;1;0;2;4986
8746;15;63,16666667;379;0;2;3;6;2;0;1;4987
3504;15;63,33333333;570;0;2;4;9;1;0;3;4988
6290;15;63,36363636;697;0;2;5;11;2;0;3;4989
348;15;63,57142857;445;0;2;3;7;1;0;2;4990
2528;15;63,71428571;446;0;1;3;7;2;0;1;4991
4534;15;63,83333333;383;0;1;2;6;1;0;1;4992
242;15;64,6;323;0;1;2;5;0;0;2;4993
1937;15;64,6;646;0;2;4;10;2;0;2;4994
214;15;64,71428571;453;0;2;3;7;0;0;3;4995
7451;15;64,71428571;453;0;2;3;7;0;0;3;4996
9243;15;64,85714286;454;0;3;3;7;1;0;2;4997
9495;15;64,9;649;0;3;4;10;2;0;2;4998
1101;15;65;325;0;2;2;5;2;0;0;4999
5133;15;65;520;0;2;3;8;0;0;3;5000
4009;15;65,125;521;0;3;3;8;1;0;2;5001
7018;15;65,14285714;456;0;3;3;7;2;0;1;5002
8925;15;65,14285714;456;0;1;3;7;2;0;1;5003
6806;15;65,16666667;391;0;1;3;6;1;0;2;5004
753;15;65,27272727;718;0;3;5;11;2;0;3;5005
3152;15;65,28571429;457;0;2;3;7;1;0;2;5006
2177;15;65,33333333;588;0;1;4;9;0;0;4;5007
5664;15;65,71428571;460;0;1;3;7;1;0;2;5008
7037;15;65,71428571;460;0;2;3;7;0;0;3;5009
6435;15;65,8;329;0;1;2;5;1;0;1;5010
6588;15;65,85714286;461;0;1;3;7;1;0;2;5011
2254;15;65,88888889;593;0;2;4;9;1;0;3;5012
707;15;66;462;0;1;3;7;1;0;2;5013
6498;15;66;462;0;2;3;7;1;0;2;5014
9204;15;66;462;0;2;3;7;0;0;3;5015
5052;15;66,2;331;0;1;2;5;0;0;2;5016
1714;15;66,22222222;596;0;2;4;9;1;0;3;5017
3944;15;66,28571429;464;0;1;3;7;0;0;3;5018
6460;15;66,375;531;0;2;3;8;1;0;2;5019
9294;15;66,44444444;598;0;2;3;9;1;0;2;5020
8121;15;66,6;333;0;2;2;5;1;0;1;5021
5175;15;66,625;533;0;3;3;8;1;0;2;5022
577;15;66,7;667;0;2;4;10;3;0;1;5023
2540;15;66,75;534;0;2;3;8;1;0;2;5024
6243;15;66,75;534;0;2;3;8;3;0;0;5025
3558;15;66,85714286;468;0;2;3;7;1;0;2;5026
2531;15;67;335;0;1;2;5;0;0;2;5027
3594;15;67;469;0;1;3;7;0;0;3;5028
6226;15;67;536;0;1;3;8;0;0;3;5029
7129;15;67;402;0;2;2;6;0;0;2;5030
9501;15;67;335;0;1;2;5;1;0;1;5031
9584;15;67;335;0;2;2;5;0;0;2;5032
8614;15;67,09090909;738;0;2;4;11;1;0;3;5033
150;15;67,25;538;0;1;3;8;2;0;1;5034
4137;15;67,33333333;404;0;2;2;6;2;0;0;5035
8703;15;67,33333333;404;0;1;2;6;1;0;1;5036
1452;15;67,375;539;0;2;3;8;0;0;3;5037
6137;15;67,4;337;0;2;2;5;0;0;2;5038
9021;15;67,5;675;0;2;4;10;1;0;3;5039
9534;15;67,8;678;0;3;4;10;2;0;2;5040
426;15;67,83333333;407;0;1;2;6;1;0;1;5041
2856;15;68;340;0;2;2;5;1;0;1;5042
3774;15;68;272;0;1;1;4;0;0;1;5043
7844;15;68;544;0;1;3;8;0;0;3;5044
8290;15;68;340;0;2;2;5;1;0;1;5045
8775;15;68;680;0;2;3;10;0;0;3;5046
9466;15;68;340;0;1;2;5;1;0;1;5047
4733;15;68,16666667;409;0;2;2;6;1;0;1;5048
6994;15;68,16666667;409;0;1;2;6;0;0;2;5049
26;15;68,2;341;0;1;2;5;1;0;1;5050
5990;15;68,2;682;0;2;4;10;1;0;3;5051
8588;15;68,27272727;751;0;4;4;11;2;0;2;5052
4719;15;68,4;342;0;1;2;5;1;0;1;5053
2116;15;68,45454545;753;0;3;4;11;3;0;1;5054
4081;15;68,57142857;480;0;2;3;7;2;0;1;5055
1513;15;68,7;687;0;3;4;10;2;0;2;5056
5221;15;68,75;550;0;2;3;8;2;0;1;5057
6065;15;68,85714286;482;0;1;3;7;1;0;2;5058
3226;15;69;414;0;2;2;6;0;0;2;5059
6813;15;69;276;0;1;1;4;0;0;1;5060
2781;15;69,09090909;760;0;3;4;11;3;0;1;5061
4948;15;69,09090909;760;0;1;4;11;1;0;3;5062
776;15;69,2;692;0;1;3;10;1;0;2;5063
9639;15;69,27272727;762;0;2;4;11;0;0;4;5064
5782;15;69,55555556;626;0;1;3;9;0;0;3;5065
5942;15;69,6;348;0;2;2;5;1;0;1;5066
802;15;69,66666667;418;0;2;2;6;0;0;2;5067
4738;15;69,66666667;627;0;2;3;9;1;0;2;5068
738;15;69,83333333;419;0;1;2;6;0;0;2;5069
283;15;70;490;0;1;2;7;0;0;2;5070
142;15;70,11111111;631;0;2;3;9;2;0;1;5071
6364;15;70,125;561;0;2;3;8;1;0;2;5072
8362;15;70,14285714;491;0;2;3;7;0;0;3;5073
3260;15;70,16666667;421;0;2;2;6;0;0;2;5074
5198;15;70,16666667;421;0;2;2;6;0;0;2;5075
8208;15;70,2;351;0;1;2;5;1;0;1;5076
8885;15;70,2;702;0;2;4;10;1;0;3;5077
3208;15;70,27272727;773;0;1;4;11;0;0;4;5078
3522;15;70,33333333;422;0;2;2;6;1;0;1;5079
8344;15;70,33333333;633;0;1;3;9;0;0;3;5080
6865;15;70,375;563;0;1;2;8;0;0;2;5081
1193;15;70,4;704;0;2;4;10;2;0;2;5082
1620;15;70,42857143;493;0;2;2;7;0;0;2;5083
2804;15;70,44444444;634;0;2;3;9;1;0;2;5084
1917;15;70,5;282;0;1;1;4;0;0;1;5085
7055;15;70,5;423;0;1;2;6;1;0;1;5086
4466;15;70,55555556;635;0;3;3;9;1;0;2;5087
3780;15;70,6;706;0;3;4;10;2;0;2;5088
9556;15;70,66666667;424;0;1;2;6;0;0;2;5089
3193;15;70,72727273;778;0;1;3;11;1;0;2;5090
6655;15;70,8;354;0;1;1;5;1;0;0;5091
3508;15;70,875;567;0;1;3;8;1;0;2;5092
9492;15;71;426;0;1;2;6;1;0;1;5093
3184;15;71,11111111;640;0;1;3;9;1;0;2;5094
5501;15;71,33333333;428;0;1;2;6;1;0;1;5095
6323;15;71,36363636;785;0;2;4;11;0;0;4;5096
4834;15;71,44444444;643;0;1;3;9;1;0;2;5097
6593;15;71,44444444;643;0;1;2;9;1;0;1;5098
2059;15;71,5;429;0;1;2;6;1;0;1;5099
2684;15;71,5;429;0;1;2;6;0;0;2;5100
817;15;71,57142857;501;0;2;2;7;2;0;0;5101
845;15;71,57142857;501;0;2;2;7;0;0;2;5102
7413;15;71,57142857;501;0;2;2;7;2;0;0;5103
2008;15;71,6;716;0;2;4;10;2;0;2;5104
9061;15;71,625;573;0;1;3;8;1;0;2;5105
400;15;71,71428571;502;0;1;2;7;0;0;2;5106
4261;15;71,71428571;502;0;1;2;7;0;0;2;5107
7781;15;71,83333333;431;0;1;2;6;0;0;2;5108
8068;15;71,83333333;431;0;2;2;6;0;0;2;5109
2958;15;71,9;719;0;2;4;10;1;0;3;5110
5912;15;72;648;0;1;3;9;1;0;2;5111
6324;15;72;432;0;1;2;6;0;0;2;5112
8382;15;72;504;0;2;2;7;1;0;1;5113
9212;15;72,22222222;650;0;1;3;9;0;0;3;5114
109;15;72,25;578;0;3;3;8;1;0;2;5115
2369;15;72,25;289;0;1;1;4;1;0;0;5116
2691;15;72,33333333;434;0;1;2;6;0;0;2;5117
4155;15;72,33333333;434;0;1;2;6;1;0;1;5118
8946;15;72,375;579;0;2;3;8;1;0;2;5119
493;15;72,6;726;0;2;3;10;1;0;2;5120
8140;15;72,63636364;799;0;2;4;11;1;0;3;5121
6388;15;72,72727273;800;0;1;3;11;1;0;2;5122
7215;15;72,8;728;0;1;3;10;2;0;1;5123
3523;15;72,81818182;801;0;2;4;11;1;0;3;5124
7725;15;72,81818182;801;0;2;3;11;1;0;2;5125
5555;15;72,83333333;437;0;1;2;6;0;0;2;5126
7160;15;72,90909091;802;0;1;3;11;1;0;2;5127
5474;15;73;365;0;1;1;5;0;0;1;5128
6198;15;73;292;0;1;1;4;0;0;1;5129
9244;15;73,11111111;658;0;1;3;9;1;0;2;5130
666;15;73,2;366;0;1;1;5;0;0;1;5131
4200;15;73,2;732;0;1;3;10;1;0;2;5132
4726;15;73,25;586;0;2;3;8;1;0;2;5133
1460;15;73,27272727;806;0;3;3;11;2;0;1;5134
3079;15;73,33333333;660;0;2;3;9;0;0;3;5135
2620;15;73,5;441;0;2;2;6;1;0;1;5136
5243;15;73,5;441;0;2;2;6;1;0;1;5137
393;15;73,55555556;662;0;1;3;9;1;0;2;5138
8142;15;73,6;368;0;1;2;5;0;0;2;5139
7919;15;73,63636364;810;0;3;3;11;2;0;1;5140
7632;15;73,75;590;0;1;3;8;0;0;3;5141
2903;15;73,8;738;0;2;3;10;2;0;1;5142
3911;15;73,81818182;812;0;2;3;11;2;0;1;5143
5212;15;73,81818182;812;0;1;4;11;0;0;4;5144
5565;15;73,81818182;812;0;1;3;11;0;0;3;5145
2041;15;73,85714286;517;0;1;2;7;0;0;2;5146
1307;15;74;296;0;1;1;4;1;0;0;5147
1622;15;74;740;0;2;3;10;1;0;2;5148
2774;15;74;296;0;1;1;4;0;0;1;5149
3539;15;74;740;0;2;3;10;2;0;1;5150
7768;15;74,33333333;446;0;1;2;6;0;0;2;5151
6458;15;74,4;744;0;3;3;10;1;0;2;5152
3075;15;74,5;596;0;1;2;8;1;0;1;5153
8266;15;74,5;447;0;1;2;6;1;0;1;5154
9710;15;74,5;298;0;1;1;4;0;0;1;5155
1659;15;74,57142857;522;0;1;2;7;0;0;2;5156
643;15;74,625;597;0;1;2;8;2;0;0;5157
5502;15;74,77777778;673;0;1;3;9;1;0;2;5158
5945;15;74,81818182;823;0;1;3;11;0;0;3;5159
4204;15;75;750;0;2;3;10;1;0;2;5160
6356;15;75;450;0;1;2;6;0;0;2;5161
9214;15;75;450;0;1;2;6;0;0;2;5162
5313;15;75,09090909;826;0;1;3;11;1;0;2;5163
2940;15;75,1;751;0;3;3;10;2;0;1;5164
5769;15;75,2;376;0;1;1;5;1;0;0;5165
2890;15;75,33333333;678;0;1;3;9;0;0;3;5166
4973;15;75,4;754;0;1;3;10;1;0;2;5167
3290;15;75,42857143;528;0;1;2;7;1;0;1;5168
1549;15;75,5;755;0;1;3;10;1;0;2;5169
2585;15;75,5;302;0;1;1;4;0;0;1;5170
4369;15;75,5;302;0;1;1;4;1;0;0;5171
9471;15;75,6;378;0;1;2;5;0;0;2;5172
3102;15;75,625;605;0;1;2;8;0;0;2;5173
8440;15;75,63636364;832;0;2;4;11;1;0;3;5174
8285;15;75,66666667;681;0;1;2;9;1;0;1;5175
3367;15;75,72727273;833;0;1;3;11;0;0;3;5176
5849;15;75,72727273;833;0;1;3;11;2;0;1;5177
8104;15;75,83333333;455;0;1;2;6;0;0;2;5178
8990;15;75,9;759;0;1;3;10;1;0;2;5179
594;15;76;304;0;1;1;4;1;0;0;5180
4811;15;76;456;0;2;2;6;0;0;2;5181
7420;15;76;304;0;1;1;4;1;0;0;5182
927;15;76,1;761;0;2;3;10;2;0;1;5183
2814;15;76,125;609;0;1;2;8;0;0;2;5184
5658;15;76,125;609;0;1;2;8;1;0;1;5185
7473;15;76,2;381;0;1;1;5;0;0;1;5186
9663;15;76,25;305;0;1;1;4;0;0;1;5187
1996;15;76,27272727;839;0;2;3;11;2;0;1;5188
3785;15;76,5;612;0;1;2;8;0;0;2;5189
5343;15;76,6;766;0;1;2;10;0;0;2;5190
6490;15;76,625;613;0;1;2;8;1;0;1;5191
636;15;76,63636364;843;0;3;3;11;3;0;0;5192
8264;15;76,71428571;537;0;1;2;7;0;0;2;5193
1685;15;76,8;768;0;2;3;10;0;0;3;5194
840;15;76,875;615;0;1;2;8;1;0;1;5195
2253;15;77;385;0;1;1;5;0;0;1;5196
4744;15;77;693;0;2;2;9;2;0;0;5197
2158;15;77,09090909;848;0;2;3;11;1;0;2;5198
5359;15;77,22222222;695;0;2;2;9;0;0;2;5199
5784;15;77,25;618;0;1;2;8;0;0;2;5200
7967;15;77,33333333;464;0;1;2;6;1;0;1;5201
3627;15;77,42857143;542;0;1;2;7;1;0;1;5202
6622;15;77,45454545;852;0;2;3;11;1;0;2;5203
2057;15;77,5;465;0;2;2;6;0;0;2;5204
3885;15;77,57142857;543;0;1;2;7;1;0;1;5205
3737;15;77,6;776;0;2;2;10;2;0;0;5206
6009;15;77,6;388;0;1;1;5;0;0;1;5207
5740;15;77,72727273;855;0;1;2;11;1;0;1;5208
611;15;77,75;622;0;2;2;8;1;0;1;5209
8207;15;77,77777778;700;0;1;3;9;1;0;2;5210
4676;15;77,8;389;0;1;1;5;0;0;1;5211
1706;15;78;312;0;1;1;4;1;0;0;5212
2397;15;78;624;0;1;2;8;0;0;2;5213
1884;15;78,09090909;859;0;1;3;11;0;0;3;5214
3804;15;78,09090909;859;0;1;2;11;0;0;2;5215
295;15;78,14285714;547;0;1;2;7;0;0;2;5216
8863;15;78,2;391;0;1;1;5;0;0;1;5217
220;15;78,22222222;704;0;2;2;9;1;0;1;5218
6433;15;78,25;626;0;2;2;8;1;0;1;5219
5016;15;78,33333333;705;0;1;2;9;1;0;1;5220
1584;15;78,36363636;862;0;1;3;11;0;0;3;5221
9332;15;78,375;627;0;1;2;8;1;0;1;5222
3236;15;78,4;392;0;1;1;5;0;0;1;5223
7086;15;78,45454545;863;0;2;3;11;0;0;3;5224
2378;15;78,5;314;0;1;1;4;1;0;0;5225
5562;15;78,72727273;866;0;2;3;11;1;0;2;5226
1964;15;78,77777778;709;0;1;2;9;2;0;0;5227
9130;15;78,85714286;552;0;1;2;7;1;0;1;5228
9388;15;78,9;789;0;2;2;10;1;0;1;5229
6004;15;79;869;0;1;3;11;2;0;1;5230
9519;15;79;553;0;1;1;7;0;0;1;5231
683;15;79,11111111;712;0;1;2;9;0;0;2;5232
7144;15;79,125;633;0;1;2;8;0;0;2;5233
4751;15;79,14285714;554;0;1;2;7;1;0;1;5234
4085;15;79,16666667;475;0;1;1;6;1;0;0;5235
9593;15;79,18181818;871;0;1;3;11;0;0;3;5236
765;15;79,27272727;872;0;2;2;11;0;0;2;5237
4795;15;79,36363636;873;0;2;3;11;0;0;3;5238
8930;15;79,44444444;715;0;2;2;9;2;0;0;5239
1000;15;79,5;318;0;1;1;4;1;0;0;5240
7456;15;79,5;636;0;1;2;8;1;0;1;5241
2012;15;79,6;796;0;1;3;10;2;0;1;5242
988;15;79,66666667;478;0;1;1;6;0;0;1;5243
3089;15;79,66666667;478;0;1;1;6;0;0;1;5244
4645;15;79,7;797;0;1;2;10;0;0;2;5245
9177;15;79,7;797;0;2;3;10;0;0;3;5246
5504;15;79,75;638;0;1;2;8;1;0;1;5247
1373;15;79,77777778;718;0;1;2;9;1;0;1;5248
8430;15;79,85714286;559;0;1;2;7;1;0;1;5249
2796;15;79,875;639;0;1;2;8;0;0;2;5250
5273;15;79,875;639;0;2;2;8;0;0;2;5251
3027;15;79,9;799;0;1;3;10;1;0;2;5252
4598;15;80;880;0;1;2;11;0;0;2;5253
5165;15;80;560;0;2;2;7;0;0;2;5254
6809;15;80;400;0;1;1;5;1;0;0;5255
7616;15;80;800;0;1;2;10;1;0;1;5256
7926;15;80,1;801;0;1;2;10;0;0;2;5257
1026;15;80,25;642;0;1;1;8;0;0;1;5258
2311;15;80,33333333;723;0;1;2;9;1;0;1;5259
2972;15;80,33333333;723;0;1;2;9;0;0;2;5260
7710;15;80,42857143;563;0;2;2;7;1;0;1;5261
6509;15;80,6;806;0;2;2;10;1;0;1;5262
3242;15;80,8;404;0;1;1;5;0;0;1;5263
1381;15;80,81818182;889;0;2;2;11;1;0;1;5264
2987;15;80,90909091;890;0;2;2;11;2;0;0;5265
5620;15;81,09090909;892;0;1;2;11;1;0;1;5266
8559;15;81,1;811;0;2;2;10;1;0;1;5267
1598;15;81,18181818;893;0;2;2;11;1;0;1;5268
7242;15;81,25;325;0;1;1;4;1;0;0;5269
1353;15;81,28571429;569;0;1;1;7;1;0;0;5270
2945;15;81,3;813;0;1;2;10;1;0;1;5271
3149;15;81,42857143;570;0;1;1;7;1;0;0;5272
6816;15;81,44444444;733;0;1;2;9;0;0;2;5273
8945;15;81,44444444;733;0;1;2;9;0;0;2;5274
705;15;81,54545455;897;0;1;2;11;1;0;1;5275
6144;15;81,75;654;0;2;2;8;1;0;1;5276
7203;15;81,75;654;0;1;1;8;0;0;1;5277
9054;15;81,75;654;0;1;2;8;1;0;1;5278
2714;15;81,77777778;736;0;2;2;9;1;0;1;5279
930;15;82;820;0;2;2;10;2;0;0;5280
4757;15;82,09090909;903;0;2;3;11;0;0;3;5281
7659;15;82,09090909;903;0;2;2;11;2;0;0;5282
8722;15;82,14285714;575;0;1;1;7;1;0;0;5283
2930;15;82,16666667;493;0;1;1;6;1;0;0;5284
1060;15;82,25;329;0;1;1;4;0;0;1;5285
3413;15;82,28571429;576;0;1;1;7;0;0;1;5286
750;15;82,33333333;741;0;1;2;9;0;0;2;5287
5080;15;82,33333333;494;0;1;2;6;1;0;1;5288
5072;15;82,44444444;742;0;2;2;9;1;0;1;5289
7491;15;82,5;495;0;1;1;6;0;0;1;5290
6381;15;82,55555556;743;0;1;2;9;0;0;2;5291
2019;15;82,66666667;496;0;1;1;6;0;0;1;5292
382;15;82,7;827;0;1;2;10;1;0;1;5293
597;15;82,8;414;0;1;1;5;1;0;0;5294
8536;15;82,9;829;0;1;2;10;1;0;1;5295
2321;15;83;747;0;1;2;9;1;0;1;5296
4570;15;83;498;0;1;1;6;0;0;1;5297
1725;15;83,5;835;0;1;2;10;0;0;2;5298
4623;15;83,5;835;0;1;2;10;0;0;2;5299
4434;15;83,55555556;752;0;1;1;9;0;0;1;5300
1772;15;83,625;669;0;1;1;8;0;0;1;5301
489;15;83,66666667;753;0;1;2;9;1;0;1;5302
4393;15;84,11111111;757;0;1;1;9;0;0;1;5303
3986;15;84,25;674;0;2;2;8;2;0;0;5304
1181;15;84,3;843;0;1;1;10;1;0;0;5305
1442;15;84,4;844;0;1;2;10;2;0;0;5306
206;15;84,42857143;591;0;1;1;7;0;0;1;5307
9286;15;84,5;507;0;1;1;6;0;0;1;5308
1430;15;84,72727273;932;0;2;2;11;2;0;0;5309
3132;15;84,81818182;933;0;1;2;11;0;0;2;5310
3037;15;85;850;0;1;2;10;1;0;1;5311
3139;15;85;510;0;1;1;6;0;0;1;5312
7891;15;85,14285714;596;0;1;1;7;1;0;0;5313
9133;15;85,16666667;511;0;1;1;6;0;0;1;5314
1529;15;85,2;852;0;1;2;10;0;0;2;5315
7106;15;85,2;852;0;1;2;10;0;0;2;5316
4024;15;85,3;853;0;2;2;10;1;0;1;5317
3001;15;85,4;427;0;1;1;5;1;0;0;5318
8020;15;85,4;854;0;2;2;10;0;0;2;5319
1975;15;85,5;684;0;1;1;8;0;0;1;5320
6895;15;85,6;856;0;2;2;10;0;0;2;5321
7993;15;85,6;428;0;1;1;5;0;0;1;5322
7814;15;85,72727273;943;0;1;2;11;1;0;1;5323
9624;15;86;774;0;1;2;9;1;0;1;5324
110;15;86,1;861;0;1;1;10;0;0;1;5325
2581;15;86,125;689;0;1;2;8;0;0;2;5326
3645;15;86,36363636;950;0;1;2;11;0;0;2;5327
8189;15;86,63636364;953;0;1;1;11;0;0;1;5328
4109;15;86,72727273;954;0;1;1;11;0;0;1;5329
9193;15;86,81818182;955;0;2;2;11;1;0;1;5330
4790;15;86,83333333;521;0;1;1;6;0;0;1;5331
4124;15;86,85714286;608;0;1;1;7;0;0;1;5332
1079;15;87;783;0;1;1;9;1;0;0;5333
9210;15;87,2;872;0;1;1;10;0;0;1;5334
726;15;87,45454545;962;0;1;2;11;1;0;1;5335
6039;15;87,54545455;963;0;2;2;11;1;0;1;5336
9317;15;87,625;701;0;1;1;8;0;0;1;5337
6061;15;88,14285714;617;0;1;1;7;0;0;1;5338
2681;15;88,22222222;794;0;1;2;9;1;0;1;5339
9569;15;88,36363636;972;0;2;2;11;0;0;2;5340
3370;15;88,4;884;0;1;1;10;1;0;0;5341
176;15;89;890;0;1;1;10;1;0;0;5342
5901;15;89,2;892;0;1;1;10;0;0;1;5343
4163;15;89,22222222;803;0;1;1;9;0;0;1;5344
9003;15;89,36363636;983;0;1;2;11;0;0;2;5345
4720;15;89,44444444;805;0;1;1;9;0;0;1;5346
7061;15;90,27272727;993;0;1;1;11;1;0;0;5347
8405;15;90,4;452;0;1;1;5;1;0;0;5348
805;15;91,1;911;0;1;1;10;0;0;1;5349
127;15;91,14285714;638;0;1;1;7;1;0;0;5350
4186;15;91,4;914;0;1;1;10;1;0;0;5351
8608;15;91,44444444;823;0;1;1;9;0;0;1;5352
1413;15;91,54545455;1007;0;1;1;11;0;0;1;5353
6724;15;91,625;733;0;1;1;8;0;0;1;5354
3789;15;91,8;918;0;1;1;10;1;0;0;5355
3742;15;91,81818182;1010;0;1;1;11;0;0;1;5356
1543;15;92;920;0;1;1;10;0;0;1;5357
8687;15;93;930;0;1;1;10;0;0;1;5358
3554;15;93,11111111;838;0;1;1;9;0;0;1;5359
8650;15;93,63636364;1030;0;1;1;11;0;0;1;5360
8951;15;94;940;0;1;1;10;0;0;1;5361
2312;15;94,18181818;1036;0;1;1;11;0;0;1;5362
4308;15;94,2;471;0;1;1;5;1;0;0;5363
2676;15;94,63636364;1041;0;1;1;11;0;0;1;5364
1115;15;96;1056;0;1;1;11;0;0;1;5365
9071;15;96;768;0;1;1;8;1;0;0;5366
423;16;34,8;174;0;2;4;5;1;0;3;5367
1066;16;37;185;0;3;4;5;2;0;2;5368
7923;16;37,375;299;0;3;6;8;2;0;4;5369
7054;16;39,25;157;0;3;3;4;1;0;2;5370
3417;16;40;160;0;2;3;4;2;0;1;5371
6429;16;41,25;165;0;2;3;4;1;0;2;5372
622;16;42;168;0;1;3;4;1;0;2;5373
1249;16;42,14285714;295;0;2;5;7;0;0;5;5374
5700;16;43,28571429;303;0;3;5;7;2;0;3;5375
9740;16;44,83333333;269;0;2;4;6;2;0;2;5376
878;16;46,66666667;280;0;2;4;6;1;0;3;5377
3368;16;47;235;0;2;3;5;1;0;2;5378
7062;16;47;376;0;4;5;8;2;0;3;5379
5765;16;48,33333333;290;0;2;4;6;2;0;2;5380
1733;16;48,6;243;0;1;3;5;2;0;1;5381
1242;16;50,4;252;0;2;3;5;2;0;1;5382
3087;16;50,8;254;0;2;3;5;1;0;2;5383
3751;16;51,33333333;308;0;1;4;6;2;0;2;5384
6639;16;51,5;309;0;1;4;6;0;0;4;5385
6456;16;52;260;0;1;3;5;1;0;2;5386
9360;16;52,5;420;0;2;5;8;0;0;5;5387
1468;16;52,83333333;317;0;2;4;6;2;0;2;5388
4314;16;53,2;266;0;1;3;5;0;0;3;5389
3570;16;53,5;535;0;3;5;10;2;0;3;5390
5692;16;53,75;215;0;1;2;4;2;0;0;5391
2238;16;54,6;546;0;3;6;10;2;0;4;5392
7159;16;54,66666667;492;0;3;5;9;2;0;3;5393
6797;16;54,71428571;383;0;3;4;7;1;0;3;5394
2039;16;55;220;0;1;2;4;1;0;1;5395
7969;16;55;605;0;4;6;11;1;0;5;5396
2335;16;55,42857143;388;0;1;4;7;1;0;3;5397
8363;16;55,625;445;0;3;4;8;1;0;3;5398
4145;16;55,85714286;391;0;2;3;7;1;0;2;5399
2598;16;55,9;559;0;2;5;10;0;0;5;5400
4169;16;56,5;226;0;1;2;4;0;0;2;5401
9148;16;56,66666667;340;0;2;3;6;1;0;2;5402
5316;16;57;342;0;2;3;6;2;0;1;5403
8315;16;57;570;0;3;5;10;2;0;3;5404
8793;16;57,16666667;343;0;2;3;6;2;0;1;5405
6110;16;57,25;229;0;1;2;4;1;0;1;5406
9618;16;57,33333333;344;0;2;3;6;2;0;1;5407
6196;16;58;348;0;3;3;6;2;0;1;5408
388;16;58,2;582;0;1;5;10;1;0;4;5409
3301;16;58,33333333;350;0;2;3;6;1;0;2;5410
5978;16;58,75;235;0;1;2;4;1;0;1;5411
8466;16;58,75;470;0;1;4;8;0;0;4;5412
3110;16;59;236;0;1;2;4;0;0;2;5413
2033;16;59,28571429;415;0;1;3;7;0;0;3;5414
298;16;59,33333333;356;0;2;3;6;1;0;2;5415
5599;16;59,4;594;0;1;5;10;1;0;4;5416
8704;16;60,16666667;361;0;1;3;6;0;0;3;5417
3906;16;60,33333333;362;0;2;3;6;0;0;3;5418
3822;16;60,5;242;0;1;2;4;0;0;2;5419
6931;16;60,66666667;364;0;2;3;6;0;0;3;5420
6491;16;60,71428571;425;0;1;3;7;1;0;2;5421
9630;16;61,18181818;673;0;3;5;11;3;0;2;5422
6889;16;61,28571429;429;0;3;3;7;2;0;1;5423
7805;16;61,83333333;371;0;1;3;6;0;0;3;5424
29;16;62;310;0;1;2;5;1;0;1;5425
3528;16;62;248;0;1;2;4;1;0;1;5426
8287;16;62;310;0;1;2;5;0;0;2;5427
241;16;62,125;497;0;1;4;8;0;0;4;5428
706;16;62,2;311;0;1;2;5;1;0;1;5429
6000;16;62,3;623;0;2;5;10;4;0;1;5430
3471;16;62,4;312;0;1;2;5;0;0;2;5431
6796;16;62,42857143;437;0;1;3;7;0;0;3;5432
954;16;62,5;375;0;1;3;6;2;0;1;5433
4103;16;62,75;251;0;1;2;4;0;0;2;5434
1350;16;62,875;503;0;1;4;8;1;0;3;5435
2873;16;63;693;0;4;5;11;0;0;5;5436
47;16;63,2;316;0;1;2;5;0;0;2;5437
560;16;63,375;507;0;3;3;8;0;0;3;5438
349;16;63,4;634;0;3;4;10;1;0;3;5439
8391;16;63,55555556;572;0;3;4;9;2;0;2;5440
3664;16;63,66666667;382;0;2;2;6;2;0;0;5441
4612;16;63,7;637;0;3;5;10;3;0;2;5442
1670;16;63,75;510;0;2;4;8;2;0;2;5443
826;16;63,8;319;0;2;2;5;1;0;1;5444
4130;16;63,85714286;447;0;1;3;7;1;0;2;5445
6249;16;64,375;515;0;1;3;8;0;0;3;5446
6059;16;64,57142857;452;0;1;3;7;1;0;2;5447
6307;16;64,77777778;583;0;1;4;9;1;0;3;5448
573;16;64,8;324;0;2;2;5;1;0;1;5449
6336;16;64,85714286;454;0;2;3;7;2;0;1;5450
5824;16;64,88888889;584;0;2;4;9;2;0;2;5451
4684;16;65;520;0;1;3;8;0;0;3;5452
8173;16;65;325;0;2;2;5;2;0;0;5453
6217;16;65,11111111;586;0;1;4;9;1;0;3;5454
5535;16;65,3;653;0;1;4;10;1;0;3;5455
409;16;65,375;523;0;1;3;8;2;0;1;5456
7784;16;65,375;523;0;1;3;8;1;0;2;5457
6660;16;65,44444444;589;0;3;4;9;2;0;2;5458
5618;16;65,54545455;721;0;1;5;11;1;0;4;5459
1024;16;65,7;657;0;2;4;10;1;0;3;5460
5861;16;65,71428571;460;0;1;3;7;0;0;3;5461
2701;16;65,81818182;724;0;2;5;11;2;0;3;5462
7979;16;66;330;0;1;2;5;1;0;1;5463
1074;16;66,36363636;730;0;2;5;11;0;0;5;5464
8783;16;66,375;531;0;1;4;8;2;0;2;5465
2291;16;66,4;332;0;1;2;5;1;0;1;5466
2710;16;66,7;667;0;2;4;10;0;0;4;5467
5466;16;66,8;334;0;2;2;5;1;0;1;5468
3166;16;67;335;0;1;2;5;1;0;1;5469
6666;16;67;335;0;1;2;5;1;0;1;5470
