tokenId;minRarity;averageRarity;sumRarity;countsBelow10;countsBelow20;countsBelow50;spots;countsOld;countsMystic;countsNew;ranking
3963;8;82,18181818;904;1;1;2;11;1;0;1;2817
918;8;82,2;411;1;1;1;5;1;0;0;2818
515;8;82,4;824;1;2;2;10;2;0;0;2819
5949;8;82,83333333;497;1;1;1;6;1;0;0;2820
8107;8;83;498;1;1;1;6;0;0;1;2821
2462;8;83,18181818;915;1;1;2;11;1;0;1;2822
6873;8;83,25;333;1;1;1;4;0;0;1;2823
5274;8;83,33333333;750;1;1;2;9;1;0;1;2824
4002;8;83,4;417;1;1;1;5;1;0;0;2825
5746;8;83,4;834;1;1;2;10;0;0;2;2826
9024;8;83,4;417;1;1;1;5;1;0;0;2827
1304;8;84,18181818;926;1;1;2;11;1;0;1;2828
3949;8;84,6;423;1;1;1;5;1;0;0;2829
8422;8;84,6;846;1;1;2;10;1;0;1;2830
591;8;84,71428571;593;1;1;1;7;1;0;0;2831
5169;8;84,75;678;1;1;1;8;0;0;1;2832
2295;8;84,875;679;1;1;1;8;1;0;0;2833
1565;8;85;680;1;1;1;8;1;0;0;2834
4000;8;85;935;1;2;2;11;2;0;0;2835
9186;8;85;595;1;1;1;7;0;0;1;2836
7155;8;85,125;681;1;1;1;8;1;0;0;2837
1480;8;85,18181818;937;1;1;2;11;1;0;1;2838
7757;8;85,33333333;768;1;1;2;9;1;0;1;2839
1771;8;85,75;343;1;1;1;4;1;0;0;2840
4772;8;86,1;861;1;2;2;10;2;0;0;2841
7052;8;86,18181818;948;1;1;1;11;1;0;0;2842
4856;8;86,33333333;518;1;1;1;6;1;0;0;2843
8120;8;86,42857143;605;1;1;1;7;1;0;0;2844
7250;8;86,66666667;520;1;1;1;6;1;0;0;2845
360;8;87;609;1;1;1;7;1;0;0;2846
4687;8;87;609;1;1;1;7;1;0;0;2847
5671;8;87;609;1;1;1;7;1;0;0;2848
2145;8;87,5;875;1;1;1;10;1;0;0;2849
4477;8;88,28571429;618;1;1;1;7;1;0;0;2850
8061;8;88,90909091;978;1;1;1;11;1;0;0;2851
6086;8;90,4;904;1;1;1;10;1;0;0;2852
6104;8;91,71428571;642;1;1;1;7;1;0;0;2853
6361;8;93,5;561;1;1;1;6;1;0;0;2854
2167;8;95,22222222;857;1;1;1;9;1;0;0;2855
6170;9;26,14285714;183;1;5;6;7;2;0;4;2856
4748;9;29;116;1;3;3;4;3;0;0;2857
6006;9;31;124;2;2;3;4;1;0;2;2858
8565;9;34,22222222;308;1;5;7;9;3;0;4;2859
1585;9;35,2;176;1;1;4;5;2;0;2;2860
6964;9;38;152;1;1;3;4;1;0;2;2861
7073;9;40;200;1;3;3;5;1;0;2;2862
7290;9;40,5;162;1;1;3;4;1;0;2;2863
630;9;42,57142857;298;1;2;5;7;2;0;3;2864
1567;9;43,33333333;260;1;2;4;6;2;0;2;2865
7744;9;45,72727273;503;1;4;7;11;4;0;3;2866
923;9;47,28571429;331;1;4;4;7;2;0;2;2867
5680;9;48;192;1;2;2;4;2;0;0;2868
8152;9;49;343;1;4;4;7;3;0;1;2869
8032;9;49,5;495;1;5;6;10;1;0;5;2870
2845;9;50,2;251;1;3;3;5;3;0;0;2871
519;9;50,33333333;302;1;3;3;6;1;0;2;2872
1770;9;51,25;205;1;1;2;4;1;0;1;2873
4704;9;51,33333333;462;1;4;5;9;3;0;2;2874
9404;9;51,42857143;360;1;3;4;7;3;0;1;2875
3942;9;51,81818182;570;1;5;6;11;3;0;3;2876
6500;9;52,2;261;1;1;3;5;1;0;2;2877
5489;9;52,5;210;1;2;2;4;2;0;0;2878
6298;9;52,57142857;368;1;3;4;7;2;0;2;2879
5413;9;52,9;529;1;3;5;10;2;0;3;2880
842;9;53,36363636;587;1;4;6;11;3;0;3;2881
1017;9;53,5;535;1;4;5;10;2;0;3;2882
5059;9;53,71428571;376;1;4;4;7;3;0;1;2883
1578;9;53,8;538;1;3;5;10;1;0;4;2884
4561;9;54;486;1;3;5;9;1;0;4;2885
872;9;54,25;217;1;2;2;4;2;0;0;2886
1356;9;54,25;434;1;4;4;8;2;0;2;2887
7579;9;54,36363636;598;2;4;6;11;3;0;3;2888
2997;9;54,5;218;1;2;2;4;2;0;0;2889
8899;9;54,5;218;1;2;2;4;1;0;1;2890
3499;9;54,54545455;600;1;5;6;11;4;0;2;2891
3997;9;54,54545455;600;1;5;6;11;2;0;4;2892
9207;9;55,125;441;1;2;5;8;2;0;3;2893
2993;9;55,42857143;388;1;2;4;7;2;0;2;2894
4343;9;55,66666667;501;2;4;5;9;1;0;4;2895
6216;9;55,75;223;1;1;2;4;1;0;1;2896
2334;9;56;224;1;1;2;4;1;0;1;2897
4253;9;56,33333333;338;1;2;3;6;2;0;1;2898
8778;9;56,66666667;340;1;2;3;6;0;0;3;2899
6688;9;56,8;568;1;3;5;10;2;0;3;2900
3696;9;56,875;455;2;3;4;8;3;0;1;2901
1811;9;56,9;569;1;3;6;10;2;0;4;2902
7543;9;57;342;1;2;3;6;2;0;1;2903
1627;9;57,2;572;1;3;5;10;3;0;2;2904
2951;9;57,25;229;1;1;2;4;1;0;1;2905
9628;9;57,33333333;344;1;1;3;6;0;0;3;2906
7251;9;57,5;230;1;1;2;4;2;0;0;2907
4063;9;57,6;288;1;2;2;5;2;0;0;2908
6579;9;57,6;576;1;3;5;10;3;0;2;2909
7107;9;57,6;576;1;4;5;10;4;0;1;2910
5840;9;58,11111111;523;1;2;5;9;2;0;3;2911
2594;9;58,66666667;528;1;3;4;9;1;0;3;2912
4863;9;58,81818182;647;1;2;6;11;1;0;5;2913
1734;9;59,2;592;1;1;5;10;1;0;4;2914
4799;9;59,44444444;535;1;3;4;9;3;0;1;2915
6463;9;59,5;357;1;2;3;6;1;0;2;2916
9420;9;60;300;1;1;2;5;1;0;1;2917
6363;9;60,25;482;1;1;4;8;1;0;3;2918
7889;9;60,42857143;423;1;3;3;7;1;0;2;2919
2927;9;60,625;485;1;2;3;8;2;0;1;2920
5304;9;60,77777778;547;2;4;4;9;2;0;2;2921
896;9;60,8;608;1;1;5;10;2;0;3;2922
6558;9;60,88888889;548;1;2;4;9;2;0;2;2923
6105;9;61;244;1;1;2;4;1;0;1;2924
1762;9;61,1;611;2;4;4;10;3;0;1;2925
6045;9;61,4;614;1;3;4;10;2;0;2;2926
7603;9;61,55555556;554;1;1;4;9;1;0;3;2927
4713;9;61,63636364;678;1;3;5;11;2;0;3;2928
8243;9;62;434;1;1;3;7;1;0;2;2929
8039;9;62,22222222;560;1;1;4;9;1;0;3;2930
6657;9;62,33333333;561;1;2;4;9;2;0;2;2931
7640;9;63,14285714;442;1;2;3;7;1;0;2;2932
3264;9;63,33333333;570;1;2;4;9;1;0;3;2933
5589;9;63,36363636;697;1;2;5;11;1;0;4;2934
1902;9;63,57142857;445;1;1;2;7;1;0;1;2935
2001;9;63,6;636;1;3;4;10;0;0;4;2936
5114;9;63,71428571;446;1;2;3;7;2;0;1;2937
2250;9;64;256;1;1;2;4;1;0;1;2938
208;9;64,14285714;449;1;3;3;7;1;0;2;2939
2424;9;64,2;642;1;1;4;10;1;0;3;2940
2096;9;64,63636364;711;1;3;5;11;1;0;4;2941
5002;9;64,71428571;453;1;2;3;7;2;0;1;2942
9481;9;64,8;324;1;2;2;5;2;0;0;2943
262;9;65;455;1;1;3;7;1;0;2;2944
2024;9;65,14285714;456;1;2;3;7;1;0;2;2945
9438;9;65,25;522;1;2;3;8;1;0;2;2946
7347;9;65,4;327;1;2;2;5;2;0;0;2947
7682;9;65,6;328;1;2;2;5;2;0;0;2948
3671;9;65,63636364;722;1;2;5;11;1;0;4;2949
5604;9;65,63636364;722;1;2;5;11;2;0;3;2950
6704;9;66;660;1;3;4;10;2;0;2;2951
9095;9;66;726;1;2;5;11;1;0;4;2952
7580;9;66,14285714;463;1;2;3;7;2;0;1;2953
8992;9;66,22222222;596;1;2;3;9;2;0;1;2954
4496;9;66,3;663;1;2;4;10;2;0;2;2955
3234;9;66,36363636;730;1;2;4;11;2;0;2;2956
2818;9;66,4;332;1;2;2;5;1;0;1;2957
4558;9;66,625;533;1;2;3;8;2;0;1;2958
7629;9;66,83333333;401;1;2;2;6;1;0;1;2959
2905;9;67,09090909;738;1;3;3;11;3;0;0;2960
8335;9;67,11111111;604;1;2;3;9;2;0;1;2961
9262;9;67,11111111;604;1;3;3;9;2;0;1;2962
1708;9;67,14285714;470;1;1;3;7;1;0;2;2963
6584;9;67,14285714;470;1;1;3;7;1;0;2;2964
3430;9;67,45454545;742;1;1;4;11;1;0;3;2965
7122;9;67,83333333;407;1;2;2;6;1;0;1;2966
3319;9;67,9;679;2;4;4;10;2;0;2;2967
1407;9;68,1;681;1;2;4;10;2;0;2;2968
4911;9;68,11111111;613;1;2;3;9;2;0;1;2969
891;9;68,16666667;409;1;1;2;6;0;0;2;2970
5319;9;68,3;683;1;1;4;10;1;0;3;2971
5702;9;68,45454545;753;1;2;5;11;2;0;3;2972
59;9;68,5;411;1;2;2;6;1;0;1;2973
1562;9;68,5;274;1;1;1;4;1;0;0;2974
8637;9;68,5;548;1;1;3;8;1;0;2;2975
985;9;68,57142857;480;1;2;2;7;2;0;0;2976
4442;9;68,625;549;1;2;3;8;3;0;0;2977
1929;9;68,66666667;618;1;3;3;9;3;0;0;2978
9690;9;68,75;550;1;1;3;8;1;0;2;2979
7440;9;68,83333333;413;1;1;2;6;1;0;1;2980
1127;9;68,875;551;1;1;3;8;1;0;2;2981
7842;9;68,9;689;1;3;3;10;3;0;0;2982
4260;9;69,22222222;623;1;2;3;9;1;0;2;2983
2157;9;69,5;417;1;1;2;6;1;0;1;2984
2419;9;69,55555556;626;1;2;3;9;1;0;2;2985
4526;9;69,71428571;488;1;2;2;7;1;0;1;2986
1487;9;69,8;349;1;1;2;5;1;0;1;2987
9163;9;70;350;1;1;1;5;0;0;1;2988
8284;9;70,125;561;1;2;2;8;2;0;0;2989
4883;9;70,18181818;772;1;3;4;11;1;0;3;2990
46;9;70,2;702;1;1;3;10;1;0;2;2991
2296;9;70,375;563;1;2;3;8;1;0;2;2992
3106;9;70,5;423;1;1;2;6;1;0;1;2993
1121;9;70,55555556;635;1;2;3;9;2;0;1;2994
9718;9;70,55555556;635;1;1;3;9;0;0;3;2995
8414;9;70,57142857;494;1;1;2;7;1;0;1;2996
8750;9;70,66666667;636;1;2;3;9;3;0;0;2997
9235;9;70,8;708;1;2;4;10;2;0;2;2998
76;9;70,9;709;1;2;3;10;2;0;1;2999
6212;9;71;781;1;2;4;11;2;0;2;3000
3542;9;71,3;713;1;3;3;10;1;0;2;3001
3643;9;71,36363636;785;1;2;4;11;1;0;3;3002
1360;9;71,625;573;1;2;2;8;2;0;0;3003
8634;9;71,66666667;645;1;2;3;9;2;0;1;3004
5816;9;71,7;717;2;2;3;10;2;0;1;3005
9281;9;71,7;717;1;2;3;10;1;0;2;3006
1318;9;71,75;287;1;1;1;4;1;0;0;3007
4819;9;71,83333333;431;1;2;2;6;1;0;1;3008
2855;9;71,85714286;503;1;2;2;7;2;0;0;3009
2902;9;71,875;575;1;1;2;8;1;0;1;3010
8178;9;72,2;722;1;2;3;10;2;0;1;3011
1649;9;72,5;290;1;1;1;4;1;0;0;3012
6939;9;72,6;726;1;1;3;10;1;0;2;3013
1984;9;72,71428571;509;1;2;2;7;1;0;1;3014
1785;9;72,77777778;655;1;1;2;9;1;0;1;3015
3099;9;72,9;729;1;2;3;10;2;0;1;3016
3919;9;73,1;731;1;2;3;10;0;0;3;3017
2700;9;73,14285714;512;1;2;2;7;2;0;0;3018
4937;9;73,25;293;1;1;1;4;1;0;0;3019
711;9;73,5;441;1;1;2;6;1;0;1;3020
9125;9;73,57142857;515;1;1;2;7;0;0;2;3021
8082;9;73,85714286;517;1;2;2;7;1;0;1;3022
7745;9;73,88888889;665;1;1;2;9;1;0;1;3023
7876;9;73,88888889;665;1;2;3;9;1;0;2;3024
8040;9;74,125;593;1;3;3;8;3;0;0;3025
1048;9;74,2;371;1;1;1;5;1;0;0;3026
341;9;74,5;447;1;1;2;6;1;0;1;3027
6012;9;74,6;746;1;2;3;10;2;0;1;3028
1059;9;75;375;1;1;1;5;1;0;0;3029
9230;9;75,2;376;1;1;1;5;1;0;0;3030
7110;9;75,4;754;2;2;2;10;2;0;0;3031
3323;9;75,5;604;1;2;2;8;2;0;0;3032
8628;9;75,5;302;1;1;1;4;1;0;0;3033
5846;9;75,54545455;831;1;2;3;11;1;0;2;3034
9221;9;75,6;756;1;2;3;10;2;0;1;3035
5605;9;75,7;757;1;2;3;10;3;0;0;3036
2548;9;75,85714286;531;1;2;2;7;1;0;1;3037
3240;9;75,875;607;1;1;2;8;1;0;1;3038
2809;9;75,88888889;683;1;3;3;9;2;0;1;3039
8551;9;75,90909091;835;1;3;3;11;1;0;2;3040
9136;9;76,25;610;2;2;2;8;2;0;0;3041
2652;9;76,25;305;1;1;1;4;1;0;0;3042
3143;9;76,25;305;1;1;1;4;1;0;0;3043
6072;9;76,4;764;1;3;3;10;1;0;2;3044
1362;9;76,81818182;845;1;2;3;11;2;0;1;3045
1354;9;76,85714286;538;1;1;2;7;1;0;1;3046
967;9;77;308;1;1;1;4;1;0;0;3047
1919;9;77,09090909;848;1;2;3;11;1;0;2;3048
7529;9;77,09090909;848;1;2;3;11;2;0;1;3049
3829;9;77,18181818;849;2;3;3;11;2;0;1;3050
3123;9;77,25;618;1;1;2;8;1;0;1;3051
3150;9;77,33333333;464;1;1;1;6;0;0;1;3052
2992;9;77,5;310;1;1;1;4;1;0;0;3053
3175;9;77,54545455;853;1;2;3;11;1;0;2;3054
9565;9;77,55555556;698;1;3;3;9;3;0;0;3055
1339;9;77,75;311;1;1;1;4;1;0;0;3056
9502;9;77,75;622;1;2;2;8;2;0;0;3057
2789;9;78,27272727;861;1;2;3;11;3;0;0;3058
9470;9;78,7;787;1;1;2;10;2;0;0;3059
5039;9;78,9;789;1;1;2;10;1;0;1;3060
5757;9;79,09090909;870;1;1;2;11;1;0;1;3061
6156;9;79,1;791;1;2;2;10;1;0;1;3062
8008;9;79,11111111;712;1;1;2;9;1;0;1;3063
6375;9;79,22222222;713;1;1;2;9;2;0;0;3064
1295;9;79,33333333;714;1;2;2;9;2;0;0;3065
3998;9;79,55555556;716;1;1;2;9;1;0;1;3066
215;9;80;400;1;1;1;5;1;0;0;3067
1605;9;80;800;1;2;2;10;1;0;1;3068
3090;9;80,09090909;881;1;1;3;11;0;0;3;3069
4997;9;80,09090909;881;1;1;2;11;2;0;0;3070
7931;9;80,11111111;721;1;2;2;9;1;0;1;3071
7851;9;80,125;641;1;1;1;8;1;0;0;3072
4097;9;80,4;402;1;1;1;5;1;0;0;3073
3619;9;80,6;806;1;1;2;10;1;0;1;3074
4860;9;80,72727273;888;1;1;3;11;0;0;3;3075
9215;9;80,83333333;485;1;1;1;6;1;0;0;3076
6092;9;81,27272727;894;1;1;2;11;1;0;1;3077
5164;9;81,8;409;1;1;1;5;1;0;0;3078
6337;9;81,8;818;1;1;2;10;1;0;1;3079
7872;9;81,8;409;1;1;1;5;1;0;0;3080
724;9;82,09090909;903;1;1;3;11;1;0;2;3081
9525;9;82,25;658;1;1;2;8;1;0;1;3082
6405;9;82,33333333;494;1;1;1;6;1;0;0;3083
5689;9;82,375;659;1;1;2;8;1;0;1;3084
4420;9;82,5;825;2;2;2;10;2;0;0;3085
7894;9;82,57142857;578;1;1;2;7;1;0;1;3086
9395;9;82,77777778;745;1;1;2;9;1;0;1;3087
7043;9;82,85714286;580;1;1;1;7;1;0;0;3088
7012;9;83;913;1;2;2;11;1;0;1;3089
2467;9;83,09090909;914;1;2;2;11;2;0;0;3090
4591;9;83,16666667;499;1;1;1;6;1;0;0;3091
3449;9;83,4;834;1;2;2;10;2;0;0;3092
3935;9;83,4;417;1;1;1;5;1;0;0;3093
3527;9;84;420;1;1;1;5;1;0;0;3094
3761;9;84;504;1;1;2;6;1;0;1;3095
7282;9;84;924;1;1;2;11;1;0;1;3096
1291;9;84,5;338;1;1;1;4;1;0;0;3097
9649;9;84,57142857;592;1;1;1;7;1;0;0;3098
7193;9;84,75;678;1;1;1;8;1;0;0;3099
8164;9;84,85714286;594;1;1;1;7;0;0;1;3100
7736;9;85,16666667;511;1;1;1;6;1;0;0;3101
3518;9;85,18181818;937;1;1;2;11;1;0;1;3102
9662;9;85,33333333;768;1;1;1;9;1;0;0;3103
3307;9;85,4;854;1;1;2;10;1;0;1;3104
8708;9;85,4;427;1;1;1;5;1;0;0;3105
1183;9;85,75;686;1;1;1;8;1;0;0;3106
559;9;86;774;1;2;2;9;1;0;1;3107
7824;9;86,16666667;517;1;1;1;6;1;0;0;3108
1273;9;86,5;865;1;1;1;10;1;0;0;3109
4182;9;86,54545455;952;1;2;2;11;1;0;1;3110
9329;9;86,8;868;1;2;2;10;2;0;0;3111
2920;9;87,28571429;611;1;1;1;7;1;0;0;3112
4775;9;88,3;883;1;1;1;10;1;0;0;3113
3299;9;94,90909091;1044;1;1;1;11;1;0;0;3114
849;10;24;120;1;1;5;5;2;0;3;3115
2883;10;28,5;114;1;3;3;4;2;0;1;3116
1222;10;32,6;163;1;2;4;5;1;0;3;3117
3857;10;33,2;166;1;2;4;5;1;0;3;3118
6750;10;35,33333333;212;1;3;5;6;2;0;3;3119
5843;10;35,4;177;1;3;4;5;2;0;2;3120
3056;10;37,75;151;1;2;3;4;2;0;1;3121
5610;10;38,57142857;270;1;3;5;7;0;0;5;3122
9564;10;39,85714286;279;1;3;5;7;3;0;2;3123
1266;10;39,9;399;1;6;7;10;4;0;3;3124
3688;10;42,36363636;466;2;5;8;11;2;0;6;3125
8886;10;43,5;348;1;3;5;8;4;0;1;3126
7274;10;44,33333333;266;1;1;4;6;0;0;4;3127
4154;10;45,8;229;1;3;3;5;1;0;2;3128
6030;10;46,8;234;1;2;3;5;2;0;1;3129
4723;10;47;329;1;3;4;7;1;0;3;3130
2832;10;47,5;475;1;5;6;10;2;0;4;3131
3871;10;48,36363636;532;1;1;8;11;1;0;7;3132
8940;10;49,66666667;447;1;3;5;9;2;0;3;3133
3946;10;50;250;1;3;3;5;2;0;1;3134
7300;10;50,2;251;1;2;3;5;1;0;2;3135
7452;10;51,4;514;1;4;5;10;3;0;2;3136
6477;10;51,5;412;1;3;5;8;1;0;4;3137
9165;10;51,57142857;361;1;2;4;7;0;0;4;3138
9632;10;51,57142857;361;1;4;4;7;4;0;0;3139
1582;10;53;371;1;2;4;7;1;0;3;3140
3811;10;53;583;1;4;6;11;2;0;4;3141
3355;10;53,36363636;587;1;4;6;11;2;0;4;3142
2233;10;53,5;535;1;3;6;10;1;0;5;3143
9391;10;53,63636364;590;1;4;6;11;2;0;4;3144
4416;10;53,71428571;376;1;4;4;7;1;0;3;3145
3058;10;53,8;269;1;3;3;5;1;0;2;3146
5104;10;53,9;539;1;2;5;10;3;0;2;3147
9402;10;54,22222222;488;1;3;5;9;1;0;4;3148
6264;10;54,28571429;380;1;2;4;7;1;0;3;3149
6231;10;54,625;437;1;1;4;8;2;0;2;3150
7787;10;55;220;1;1;2;4;1;0;1;3151
8882;10;55,25;221;1;1;2;4;2;0;0;3152
7092;10;55,66666667;334;1;3;3;6;3;0;0;3153
5203;10;55,75;223;1;2;2;4;2;0;0;3154
1880;10;55,8;558;1;2;5;10;1;0;4;3155
1957;10;55,8;558;1;3;5;10;0;0;5;3156
8531;10;56;224;1;2;2;4;1;0;1;3157
1420;10;56,16666667;337;1;1;3;6;1;0;2;3158
3551;10;57,27272727;630;1;3;6;11;2;0;4;3159
8586;10;57,375;459;1;1;4;8;2;0;2;3160
3884;10;57,75;462;1;4;4;8;3;0;1;3161
8988;10;57,75;231;1;1;2;4;1;0;1;3162
5046;10;58;348;1;2;3;6;2;0;1;3163
3171;10;58,5;468;1;2;4;8;1;0;3;3164
3889;10;58,57142857;410;1;2;4;7;1;0;3;3165
3489;10;58,75;235;1;1;2;4;1;0;1;3166
3657;10;58,75;235;1;2;2;4;2;0;0;3167
6782;10;58,83333333;353;1;2;3;6;1;0;2;3168
1322;10;58,85714286;412;1;1;3;7;1;0;2;3169
6453;10;58,875;471;1;2;4;8;2;0;2;3170
2953;10;59;472;1;3;4;8;1;0;3;3171
3332;10;59;236;1;1;2;4;2;0;0;3172
4403;10;59;649;1;3;5;11;2;0;3;3173
6352;10;59,16666667;355;1;2;3;6;1;0;2;3174
5184;10;60;420;1;3;3;7;3;0;0;3175
5083;10;60,1;601;1;3;4;10;1;0;3;3176
9030;10;60,1;601;1;4;4;10;2;0;2;3177
7135;10;60,2;301;1;1;2;5;1;0;1;3178
6125;10;60,25;241;1;1;2;4;2;0;0;3179
5294;10;60,8;608;1;4;4;10;0;0;4;3180
9715;10;60,8;304;1;2;2;5;1;0;1;3181
1766;10;61;488;1;2;4;8;1;0;3;3182
2066;10;61;244;1;1;2;4;1;0;1;3183
2388;10;61;305;1;2;2;5;1;0;1;3184
4230;10;61;305;1;2;2;5;1;0;1;3185
4379;10;61;244;1;1;2;4;1;0;1;3186
828;10;61,125;489;1;3;4;8;3;0;1;3187
4418;10;61,4;307;1;2;2;5;1;0;1;3188
2074;10;61,42857143;430;1;2;3;7;1;0;2;3189
8656;10;61,81818182;680;1;3;5;11;2;0;3;3190
3126;10;61,85714286;433;1;2;3;7;0;0;3;3191
1983;10;62;434;1;1;3;7;1;0;2;3192
2870;10;62;310;1;2;2;5;2;0;0;3193
8898;10;62;558;1;2;4;9;1;0;3;3194
9085;10;62,18181818;684;1;3;5;11;1;0;4;3195
9417;10;62,2;311;1;1;2;5;2;0;0;3196
1185;10;62,4;624;1;3;4;10;1;0;3;3197
2436;10;62,4;312;1;2;2;5;2;0;0;3198
3786;10;62,4;312;1;1;2;5;0;0;2;3199
5318;10;62,5;250;1;1;2;4;0;0;2;3200
9026;10;62,81818182;691;1;3;5;11;1;0;4;3201
822;10;63,125;505;1;2;3;8;1;0;2;3202
6083;10;63,36363636;697;1;3;5;11;2;0;3;3203
462;10;63,6;318;1;2;2;5;2;0;0;3204
1018;10;63,6;318;1;2;2;5;1;0;1;3205
3488;10;64,2;642;1;1;4;10;1;0;3;3206
2607;10;64,25;514;1;3;3;8;2;0;1;3207
1841;10;64,8;324;1;2;2;5;1;0;1;3208
8347;10;64,8;324;1;1;2;5;2;0;0;3209
6563;10;65,3;653;1;3;4;10;3;0;1;3210
7904;10;65,33333333;392;1;2;2;6;1;0;1;3211
2026;10;65,4;327;1;1;2;5;1;0;1;3212
1608;10;65,42857143;458;1;2;3;7;2;0;1;3213
2942;10;65,6;328;1;1;2;5;1;0;1;3214
691;10;65,625;525;1;2;3;8;0;0;3;3215
3390;10;65,71428571;460;1;2;3;7;1;0;2;3216
7596;10;65,72727273;723;1;4;4;11;1;0;3;3217
6708;10;65,75;526;2;3;3;8;2;0;1;3218
9025;10;65,8;658;1;2;4;10;2;0;2;3219
1230;10;65,9;659;1;3;4;10;2;0;2;3220
3062;10;66;330;1;1;2;5;1;0;1;3221
9112;10;66,2;662;1;3;4;10;2;0;2;3222
5675;10;66,27272727;729;1;3;4;11;0;0;4;3223
2535;10;66,42857143;465;1;2;3;7;2;0;1;3224
8345;10;66,5;399;1;1;2;6;1;0;1;3225
5397;10;66,57142857;466;1;2;2;7;2;0;0;3226
2038;10;66,66666667;400;1;2;2;6;2;0;0;3227
5297;10;67,16666667;403;1;1;2;6;1;0;1;3228
5167;10;67,18181818;739;1;1;4;11;2;0;2;3229
7044;10;67,2;672;1;2;4;10;2;0;2;3230
5561;10;67,27272727;740;1;3;4;11;4;0;0;3231
3278;10;67,5;540;1;1;4;8;1;0;3;3232
1010;10;67,54545455;743;1;2;4;11;1;0;3;3233
2392;10;67,71428571;474;1;2;2;7;1;0;1;3234
6789;10;68,18181818;750;1;3;4;11;2;0;2;3235
3168;10;68,22222222;614;1;2;3;9;1;0;2;3236
3588;10;68,25;273;1;1;1;4;1;0;0;3237
2292;10;68,33333333;410;1;2;2;6;2;0;0;3238
8460;10;68,33333333;615;1;2;3;9;3;0;0;3239
1424;10;68,375;547;1;1;3;8;1;0;2;3240
5783;10;68,5;274;1;1;1;4;0;0;1;3241
4909;10;68,63636364;755;1;1;4;11;2;0;2;3242
5766;10;68,63636364;755;1;3;4;11;1;0;3;3243
1257;10;68,66666667;618;1;3;3;9;1;0;2;3244
4306;10;69,1;691;1;2;4;10;3;0;1;3245
7434;10;69,1;691;1;2;4;10;2;0;2;3246
7035;10;69,16666667;415;1;1;2;6;1;0;1;3247
7577;10;69,33333333;416;1;2;2;6;2;0;0;3248
971;10;69,42857143;486;1;2;2;7;1;0;1;3249
4908;10;69,57142857;487;1;2;2;7;1;0;1;3250
1111;10;69,77777778;628;1;2;3;9;1;0;2;3251
5375;10;69,90909091;769;1;2;3;11;2;0;1;3252
4557;10;70;280;1;1;1;4;1;0;0;3253
5960;10;70;350;1;1;2;5;1;0;1;3254
5984;10;70;700;1;2;3;10;1;0;2;3255
9600;10;70;350;1;1;2;5;1;0;1;3256
3818;10;70,2;702;1;2;4;10;1;0;3;3257
8410;10;70,4;352;1;2;2;5;1;0;1;3258
9394;10;70,5;282;1;1;1;4;1;0;0;3259
6339;10;70,7;707;1;3;3;10;2;0;1;3260
1566;10;70,875;567;1;2;3;8;1;0;2;3261
8393;10;70,875;567;1;1;2;8;1;0;1;3262
3941;10;70,9;709;1;3;3;10;2;0;1;3263
1036;10;71,14285714;498;1;2;2;7;1;0;1;3264
1932;10;71,2;356;1;1;2;5;1;0;1;3265
1846;10;71,33333333;642;1;3;3;9;2;0;1;3266
9304;10;71,33333333;428;1;1;2;6;1;0;1;3267
7684;10;71,42857143;500;1;2;2;7;2;0;0;3268
303;10;71,8;359;1;1;1;5;1;0;0;3269
5902;10;72;720;1;3;3;10;2;0;1;3270
7348;10;72;288;1;1;1;4;1;0;0;3271
1979;10;72,1;721;1;2;3;10;2;0;1;3272
2820;10;72,18181818;794;1;1;3;11;2;0;1;3273
5829;10;72,25;289;1;1;1;4;1;0;0;3274
8481;10;72,28571429;506;1;2;2;7;1;0;1;3275
107;10;72,33333333;434;1;1;2;6;0;0;2;3276
670;10;72,5;435;1;1;2;6;1;0;1;3277
7679;10;72,66666667;654;1;3;3;9;2;0;1;3278
1027;10;73,11111111;658;1;1;3;9;1;0;2;3279
1810;10;73,25;293;1;1;1;4;1;0;0;3280
7516;10;73,25;293;1;1;1;4;1;0;0;3281
362;10;73,3;733;1;1;3;10;2;0;1;3282
984;10;73,42857143;514;1;2;2;7;2;0;0;3283
7583;10;73,5;441;1;2;2;6;1;0;1;3284
7528;10;73,72727273;811;2;3;3;11;3;0;0;3285
8742;10;73,8;738;1;2;3;10;2;0;1;3286
4433;10;73,81818182;812;1;1;4;11;1;0;3;3287
4587;10;74;740;1;2;3;10;0;0;3;3288
3634;10;74,125;593;1;2;2;8;2;0;0;3289
3155;10;74,18181818;816;1;2;3;11;3;0;0;3290
3044;10;74,4;744;1;1;3;10;0;0;3;3291
1588;10;74,71428571;523;1;2;2;7;2;0;0;3292
5445;10;75;750;1;3;3;10;1;0;2;3293
1634;10;75,1;751;1;2;3;10;1;0;2;3294
4338;10;75,25;301;1;1;1;4;1;0;0;3295
5863;10;75,33333333;452;1;1;2;6;1;0;1;3296
1228;10;75,4;754;1;3;3;10;3;0;0;3297
5527;10;75,57142857;529;1;1;2;7;1;0;1;3298
3819;10;75,6;756;2;2;3;10;2;0;1;3299
6837;10;75,6;756;1;1;3;10;1;0;2;3300
5930;10;75,625;605;1;2;2;8;2;0;0;3301
4083;10;75,66666667;681;1;3;3;9;2;0;1;3302
6605;10;75,72727273;833;1;2;2;11;1;0;1;3303
2564;10;75,81818182;834;1;1;3;11;0;0;3;3304
